False: Execution aborted by timeout\ntime=1698857990.609774 gym-duckietown 2019.0.0

time=1698857990.765369 Registering gym environment id: Duckietown-4way-v0
time=1698857990.7654562 Registering gym environment id: Duckietown-ado_map_1-v0
time=1698857990.765495 Registering gym environment id: Duckietown-ado_map_2-v0
time=1698857990.7655632 Registering gym environment id: Duckietown-loop_dyn_duckiebots-v0
time=1698857990.765646 Registering gym environment id: Duckietown-loop_empty-v0
time=1698857990.7656891 Registering gym environment id: Duckietown-loop_obstacles-v0
time=1698857990.7657578 Registering gym environment id: Duckietown-loop_one_duckie-v0
time=1698857990.7658072 Registering gym environment id: Duckietown-loop_only_duckies-v0
time=1698857990.765853 Registering gym environment id: Duckietown-loop_pedestrians-v0
time=1698857990.7658987 Registering gym environment id: Duckietown-small_loop-v0
time=1698857990.7659461 Registering gym environment id: Duckietown-small_loop_cw-v0
time=1698857990.7659929 Registering gym environment id: Duckietown-straight_road-v0
time=1698857990.766041 Registering gym environment id: Duckietown-straight_road_10_tiles_no_start_tile-v0
time=1698857990.7660892 Registering gym environment id: Duckietown-straight_road_no_start_tile-v0
time=1698857990.7661355 Registering gym environment id: Duckietown-straight_road_trafficlight-v0
time=1698857990.7661827 Registering gym environment id: Duckietown-straight_road_with_side_floor-v0
time=1698857990.766231 Registering gym environment id: Duckietown-udem1-v0
time=1698857990.766277 Registering gym environment id: Duckietown-zigzag_dists-v0
time=1698857992.183283 Falling back to non-multisampled frame buffer
time=1698857992.185715 Falling back to non-multisampled frame buffer
time=1698857992.1881769 loading map file "/home/appuser/aido-auto/gym-duckietown/gym_duckietown/maps/loop_one_duckie.yaml"
time=1698857992.1963801 loading mesh "duckiebot.obj"
time=1698857992.1965199 loading materials from "/home/appuser/aido-auto/gym-duckietown/gym_duckietown/meshes/duckiebot.mtl"
time=1698857992.472321 loading mesh "duckie.obj"
time=1698857992.5047965 loading texture "duckie.png"
time=1698857992.8203838 loading texture "floor_1.png"
time=1698857992.896468 loading texture "curve_left_1.png"
time=1698857992.902248 loading texture "straight_1.png"
time=1698857992.9101253 loading texture "curve_right_1.png"
time=1698857992.9177525 using user tile start: (1, 1)
time=1698857992.9182975 tile: {'coords': (1, 1), 'kind': 'curve_left', 'angle': 3, 'drivable': True, 'curves': array([[[1.17  , 0.    , 0.7605],
        [0.8775, 0.    , 0.7605],
time=1698858033.7346277 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.78401 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.832959 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.8822207 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.9316413 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858033.9832907 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.0329819 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.0821917 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.13133 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.1856396 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.236399 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.2890966 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.3388414 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.3887024 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.441011 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.4908838 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.5404563 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.5917459 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.642282 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.6940536 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.7456527 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.7990108 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.8487399 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.898454 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.9479413 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858034.9977515 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.0497017 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.098785 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.1487186 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.1989136 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.2515316 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.3008418 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.3499596 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.4045722 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.4540765 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.5056682 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.5551574 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.6114333 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.6637828 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.7152064 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.769026 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.8188567 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.8703952 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.9219744 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858035.9727023 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.0255654 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.0782633 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.1313808 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.187151 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.2377493 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.2872539 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.3389132 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.3883417 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.4408817 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.4899137 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.541527 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.5921445 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.6438136 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.696029 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.7459266 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.7981436 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.850955 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.9004853 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.950596 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858036.9999282 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.0518987 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.1010945 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.1551158 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.2048795 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.2596269 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.3096163 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.362377 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.4128025 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.462041 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.5130193 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.5636272 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.615826 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.6680143 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.7178411 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.7674806 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.8172278 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.8704312 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.9201968 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858037.9701805 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.020306 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.080391 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.1297271 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.1793597 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.228393 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.2792482 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.3336833 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.3840797 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.4335425 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.4851348 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.5353327 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.5872235 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.637845 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.6871314 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.7391117 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.7887375 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.8380103 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.8879783 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.9373636 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858038.9884055 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.0382628 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.0908737 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.140989 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.1904733 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.2409134 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.2916873 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.3431368 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.393309 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.4615798 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.529264 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.5788102 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.6283321 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.6785483 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.7311192 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.7805986 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.8304625 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.8800197 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.929539 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858039.9802575 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.0301466 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.082852 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.1347756 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.184479 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599

STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}time=1698858040.237025 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.2856367 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.3434389 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.3930943 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.4434404 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.4934154 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.5426316 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.5920153 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.641742 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.6911247 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.7404132 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.7897086 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.8397295 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.8888183 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.9401054 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858040.9955363 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.0458853 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.0956693 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.1449187 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.1953857 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.2456305 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.3009598 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.352812 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.408773 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.458296 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.5125186 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.569451 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.621762 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.6723425 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.7244713 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.7740765 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.8353515 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.8886368 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.9388337 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858041.990577 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858042.040384 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858042.092077 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858042.1415436 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858042.1930778 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858042.2439528 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858042.2937717 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858042.345048 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858042.3957047 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
